relation,scope,stratum,aggregation,metric,estimate,ci_low,ci_high,num_images,num_images_total,num_rows,num_rows_total,num_classes,bootstrap_repeats,bootstrap_valid_repeats,bootstrap_valid_fraction,bootstrap_seed,bootstrap_base_seed,class_id,class_name,reference_relation,comparison_relation
,per_class,all,micro,top20_jaccard,0.3791824139401601,0.34097895693071134,0.41963524031941885,74,74,74,74,,5000,5000,1.0,3021694564,20260901,19,tvmonitor,s_last,patch_norm
,all_rows,all,micro,map_spearman,0.10327720204082089,0.0923644021147211,0.11447847291800047,1449,1449,2131,2147,,5000,5000,1.0,3021694564,20260901,,,s_last,r_native_classifier
,all_rows,all,micro,top05_jaccard,0.039385473144352534,0.03675342822640163,0.04206663357733218,1449,1449,2147,2147,,5000,5000,1.0,3021694564,20260901,,,s_last,r_native_classifier
,all_rows,all,micro,top10_jaccard,0.0773068088860126,0.07384376423552687,0.08088314585520634,1449,1449,2147,2147,,5000,5000,1.0,3021694564,20260901,,,s_last,r_native_classifier
,all_rows,all,micro,top20_jaccard,0.15047781399603552,0.14612537728350494,0.1548850372974958,1449,1449,2147,2147,,5000,5000,1.0,3021694564,20260901,,,s_last,r_native_classifier
,all_rows,all,macro_class,map_spearman,0.08949127696729622,0.07896969640297964,0.10006837425180111,1449,1449,2131,2147,20,5000,5000,1.0,3021694564,20260901,,,s_last,r_native_classifier
,all_rows,all,macro_class,top05_jaccard,0.038067586155857744,0.03522694219128781,0.04096138097165631,1449,1449,2147,2147,20,5000,5000,1.0,3021694564,20260901,,,s_last,r_native_classifier
,all_rows,all,macro_class,top10_jaccard,0.07421738925842575,0.07073369407926706,0.07786148265807237,1449,1449,2147,2147,20,5000,5000,1.0,3021694564,20260901,,,s_last,r_native_classifier
,all_rows,all,macro_class,top20_jaccard,0.1457984712153024,0.14144862824377247,0.1501598666139015,1449,1449,2147,2147,20,5000,5000,1.0,3021694564,20260901,,,s_last,r_native_classifier
,all_rows,single_label,micro,map_spearman,0.1205151704119468,0.09948013904882638,0.14159862301313994,927,927,927,927,,5000,5000,1.0,3021694564,20260901,,,s_last,r_native_classifier
